3157::Oka Katha (2017) [Telugu]::Drama|Social
456::Pyaar Dastaan 7 (1964) [Hindi]::Social
4046::Ek Golpo (2018) [Bengali]::Action|Comedy|Folk
1830::Kannu Kadhalan (1958) [Tamil]::Crime|Mythology|Romance
295::Ek Safar (2000) [Hindi]::Action|Social
1694::Ek Dastaan (2020) [Hindi]::Action|Romance
4655::Pyaar Pyaar (2011) [Punjabi]::Musical|Thriller
410::Main Dastaan (2006) [Hindi]::Thriller
2915::Mana Lokam (2022) [Telugu]::Action|Crime
2053::Urimai Manam (1951) [Tamil]::Family|Historical
4509::Ekach Prem (1985) [Marathi]::Crime|Romance
4690::Mera Pind 100 (2006) [Punjabi]::Mythology|Sports
3348::Njanum Kadha (2021) [Malayalam]::Crime|Romance
2973::Prema Lokam (2003) [Telugu]::Historical
2036::Kannu Kavithai (2019) [Tamil]::Sports
2591::Oka Lokam (1974) [Telugu]::Action|Historical
2799::Naa Manasu (2025) [Telugu]::Horror|War
520::Tum Kahani (2009) [Hindi]::Family
1134::Ek Kahani (2020) [Hindi]::Family|Romance
3884::Ninna Sangama (2021) [Kannada]::Action
47::Pyaar Dastaan (2021) [Hindi]::Action|Thriller
1808::Kaadhal Kadhalan (2014) [Tamil]::Action|Historical
3298::Njan Jeevitham (2002) [Malayalam]::Drama|Musical
2295::Urimai Manam (1982) [Tamil]::Action|Social
632::Pyaar Kahani (2005) [Hindi]::Documentary|Thriller
6::Mere Raaz (1957) [Hindi]::Drama|Romance
3938::Prema Kathe (2022) [Kannada]::Action|Family
3143::Prema Manasu (2008) [Telugu]::Family|Historical
3051::Mana Lokam (2024) [Telugu]::Sports
4417::Maza Gaon (1977) [Marathi]::Folk|Historical|Mythology
1292::Dil Raaz (2004) [Hindi]::Political
562::Main Onam (1996) [Hindi]::Comedy|Folk
443::Dil Dastaan (1990) [Hindi]::Action
1481::Tum Zindagi (2009) [Hindi]::Action|Drama|Family
1402::Mere Raaz (1982) [Hindi]::Action|Devotional|Mythology
2556::Naa Lokam (2018) [Telugu]::Action|Romance
506::Main Dastaan (2001) [Hindi]::Action|Drama
3444::Njanum Sneham (2004) [Malayalam]::Action|Folk
691::Pyaar Zindagi (2016) [Hindi]::Drama|War
2150::Urimai Manam (2006) [Tamil]::Drama|Family
120::Ek Zindagi (1992) [Hindi]::Action|Musical
3707::Nanna Ganesh Chaturthi (2008) [Kannada]::Drama|Musical
3003::Oka Manasu (2025) [Telugu]::Comedy|Crime|Drama
32::Mere Zindagi (1962) [Hindi]::Social
571::Tum Zindagi (1993) [Hindi]::Family|Historical
1508::Dil Kahani (2013) [Hindi]::Comedy
1978::Thalaiva Kavithai (2007) [Tamil]::Romance
1760::Thalaiva Kavithai (2006) [Tamil]::Historical|Thriller|War
2749::Mana Lokam (2025) [Telugu]::Historical|Thriller
1266::Dil Safar (1998) [Hindi]::Romance
1059::Tum Dastaan (1950) [Hindi]::Action|Historical
2088::Urimai Kavithai (2000) [Tamil]::Comedy
543::Ek Dastaan (2011) [Hindi]::Action|Thriller
2719::Mana Manasu (2021) [Telugu]::Social|Sports
1448::Ek Kahani (2024) [Hindi]::Action|Horror
1128::Dil Safar (1976) [Hindi]::Historical
1636::Tum Safar (2004) [Hindi]::Musical
1272::Pyaar Zindagi (1998) [Hindi]::Drama|Family
4576::Aamcha Ahe (2003) [Marathi]::Horror|Sports|Thriller
919::Dil Zindagi (2013) [Hindi]::Historical|Thriller
1724::Thalaiva Manam (1980) [Tamil]::Romance|War
282::Pyaar Zindagi (2004) [Hindi]::Drama|Sports
1439::Ek Kahani (2002) [Hindi]::Social|Thriller
1903::Thalaiva Navratri (1975) [Tamil]::Historical|Sports
1971::Urimai Kavithai (2016) [Tamil]::Horror|Political
2730::Oka Lokam (2025) [Telugu]::Crime|Folk
404::Mere Dastaan (2011) [Hindi]::Action|Drama
2046::Kannu Manam (1994) [Tamil]::Romance|Sports|War
4734::Pyaar Mutiyaar (1957) [Punjabi]::Romance
3075::Naa Manasu (1993) [Telugu]::Historical
1323::Pyaar Raaz (2023) [Hindi]::Sports
918::Main Safar (1982) [Hindi]::Romance
3306::Njan Premam (2000) [Malayalam]::Comedy|Drama|Social
4121::Prothom Golpo (1999) [Bengali]::Devotional|Social
219::Ek Dastaan (1997) [Hindi]::Comedy|Thriller
2189::Urimai Vaazhkai (2022) [Tamil]::Action
2747::Prema Lokam (1975) [Telugu]::Action|Comedy|Historical
4790::Tera Pind (2005) [Punjabi]::Comedy|Devotional|Horror
2526::Mana Katha (1950) [Telugu]::Social
201::Ek Safar (1989) [Hindi]::Action|Thriller
342::Tum Kahani (1965) [Hindi]::Drama|Social
3406::Njanum Kadha (1967) [Malayalam]::Musical|Political
3459::Ente Kadha (2002) [Malayalam]::Action
921::Dil Holi (1976) [Hindi]::Comedy
3837::Nanna Kathe (2012) [Kannada]::Comedy|Thriller
3012::Oka Premalo (2017) [Telugu]::Family|Social
1019::Ek Zindagi (2009) [Hindi]::Action|Comedy|Folk
2393::Thalaiva Vaazhkai (2022) [Tamil]::Family|Musical
3359::Oru Sneham (1951) [Malayalam]::Comedy|Devotional|Horror
1842::Kaadhal Manam (1984) [Tamil]::Action|Horror|Romance
3461::Oru Kadha (1981) [Malayalam]::Drama|Romance
2729::Prema Manasu (2023) [Telugu]::Horror
3146::Prema Premalo (1951) [Telugu]::Devotional|Mythology
1637::Mere Safar (1950) [Hindi]::Drama|Romance
